test_cost,test_acc,cumulative_time_ns
189,0.8848999738693237,25976376.0
190,0.883899986743927,26113146.0
191,0.8844000101089478,26252466.0
192,0.8842999935150146,26389912.0
193,0.8841000199317932,26527354.0
194,0.8849999904632568,26664032.0
195,0.8847000002861023,26801830.0
196,0.8844000101089478,26940500.0
197,0.8848000168800354,27076958.0
198,0.8845999836921692,27214196.0
199,0.8841999769210815,27350768.0
200,0.8837000131607056,27488052.0
201,0.885699987411499,27624628.0
202,0.8859000205993652,27763454.0
203,0.8860999941825867,27901290.0
204,0.8863000273704529,28038430.0
205,0.885699987411499,28174738.0
206,0.8849999904632568,28311250.0
207,0.8849999904632568,28446968.0
208,0.8845000267028809,28583914.0
209,0.8862000107765198,28720858.0
210,0.8870999813079834,28857182.0
211,0.886900007724762,28997222.0
212,0.8866999745368958,29133432.0
213,0.8877000212669373,29270118.0
214,0.885200023651123,29406768.0
215,0.8858000040054321,29544570.0
216,0.8873000144958496,29681888.0
217,0.8873999714851379,29819742.0
218,0.8867999911308289,29956910.0
219,0.886900007724762,30093710.0
220,0.8873999714851379,30230246.0
221,0.8859999775886536,30366402.0
222,0.8871999979019165,30503968.0
223,0.8881000280380249,30640540.0
224,0.8866000175476074,30779096.0
225,0.8870000243186951,30916270.0
226,0.8860999941825867,31053310.0
227,0.8873999714851379,31189804.0
228,0.8867999911308289,31327198.0
229,0.8884000182151794,31463846.0
230,0.8867999911308289,31601530.0
231,0.886900007724762,31739990.0
232,0.8876000046730042,31876696.0
233,0.8877999782562256,32013814.0
234,0.8865000009536743,32150178.0
235,0.8881999850273132,32288200.0
236,0.8873999714851379,32424906.0
237,0.8863999843597412,32563734.0
238,0.8876000046730042,32700948.0
239,0.8859999775886536,32838390.0
240,0.8866000175476074,32974542.0
241,0.885699987411499,33111432.0
242,0.8862000107765198,33248398.0
243,0.8876000046730042,33385662.0
244,0.8865000009536743,33522950.0
245,0.8873999714851379,33659820.0
246,0.8860999941825867,33796632.0
247,0.8859999775886536,33933192.0
248,0.8865000009536743,34070212.0
249,0.8863000273704529,34206924.0
250,0.8866000175476074,34343244.0
251,0.8873000144958496,34481372.0
252,0.8870000243186951,34619640.0
253,0.8877999782562256,34756744.0
254,0.8878999948501587,34892972.0
255,0.8867999911308289,35029736.0
256,0.8884999752044678,35167292.0
